timestamp,day_of_week,is_weekend,city,junction_id,junction_name,latitude,longitude,zone_type,road_capacity,vehicle_count,avg_speed_kmh,congestion_index,fixed_green_sec,adaptive_green_sec,green_time_difference_sec,captured_vehicle_type,event_vehicle_speed_kmh,event_signal_is_red,event_dist_past_line_m,has_helmet,has_seatbelt,is_true_violation,offence_category,fine_amount_inr
2026-08-17 00:05:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,93,45.2,0.34,30,40,10,2 WHEELER,50.7,0,9.3,1,1,0,No VIOLATION,0
2026-08-17 00:05:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,106,42.9,0.38,30,43,13,2 WHEELER,26.5,1,-2.8,1,1,0,No VIOLATION,0
2026-08-17 00:05:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,67,47.5,0.3,30,37,7,2 WHEELER,66.7,1,7.3,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:05:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,53,48.5,0.28,30,36,6,AUTO RICKSHAW,53.9,0,1.3,1,1,0,No VIOLATION,0
2026-08-17 00:05:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,90,45.2,0.34,30,40,10,2 WHEELER,49.0,1,6.2,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:05:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,44,49.1,0.27,30,35,5,4 WHEELER,58.0,1,5.0,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:05:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,59,44.7,0.35,30,41,11,4 WHEELER,78.2,0,-3.6,1,1,1,OVERSPEEDING,2000
2026-08-17 00:05:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,51,50.6,0.24,30,33,3,4 WHEELER,76.2,1,-0.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:05:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,129,37.5,0.47,30,50,20,2 WHEELER,39.7,0,0.6,0,1,1,NO HELMET,1000
2026-08-17 00:05:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,76,40.6,0.42,30,46,16,AUTO RICKSHAW,55.5,0,10.3,1,1,1,OVERSPEEDING,2000
2026-08-17 00:10:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,126,38.1,0.46,30,49,19,AUTO RICKSHAW,50.7,0,-2.2,1,1,0,No VIOLATION,0
2026-08-17 00:10:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,89,46.4,0.32,30,39,9,AUTO RICKSHAW,34.4,1,-3.9,1,1,0,No VIOLATION,0
2026-08-17 00:10:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,31,55.3,0.14,30,25,-5,2 WHEELER,70.5,0,1.4,1,1,1,OVERSPEEDING,2000
2026-08-17 00:10:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,70,43.5,0.37,30,42,12,4 WHEELER,23.2,0,11.5,1,1,0,No VIOLATION,0
2026-08-17 00:10:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,53,52.6,0.2,30,30,0,2 WHEELER,62.2,0,5.8,1,1,1,OVERSPEEDING,2000
2026-08-17 00:10:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,54,45.8,0.33,30,39,9,2 WHEELER,60.3,0,11.8,0,1,1,OVERSPEEDING,2000
2026-08-17 00:10:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,74,39.4,0.44,30,48,18,2 WHEELER,60.7,1,1.9,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:10:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,85,41.8,0.4,30,45,15,2 WHEELER,84.7,1,1.1,0,1,1,OVERSPEEDING,2000
2026-08-17 00:10:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,99,44.1,0.36,30,42,12,4 WHEELER,46.5,0,4.2,1,1,0,No VIOLATION,0
2026-08-17 00:10:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,73,41.8,0.4,30,45,15,2 WHEELER,33.5,1,2.2,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:15:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,88,46.4,0.32,30,39,9,2 WHEELER,43.1,1,10.0,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:15:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,120,40.0,0.43,30,47,17,4 WHEELER,57.9,0,-0.1,1,1,1,OVERSPEEDING,2000
2026-08-17 00:15:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,82,43.5,0.37,30,42,12,2 WHEELER,65.2,0,7.6,1,1,1,OVERSPEEDING,2000
2026-08-17 00:15:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,70,43.5,0.37,30,42,12,4 WHEELER,58.7,0,-1.4,1,1,1,OVERSPEEDING,2000
2026-08-17 00:15:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,98,43.5,0.37,30,42,12,2 WHEELER,66.2,0,6.6,0,1,1,OVERSPEEDING,2000
2026-08-17 00:15:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,59,44.1,0.36,30,42,12,4 WHEELER,35.8,1,-0.4,1,1,0,No VIOLATION,0
2026-08-17 00:15:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,45,49.1,0.27,30,35,5,2 WHEELER,70.9,1,6.4,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:15:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,89,40.6,0.42,30,46,16,2 WHEELER,79.1,0,0.2,0,1,1,OVERSPEEDING,2000
2026-08-17 00:15:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,93,45.2,0.34,30,40,10,AUTO RICKSHAW,60.3,0,8.7,1,1,1,OVERSPEEDING,2000
2026-08-17 00:15:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,104,31.1,0.57,30,57,27,4 WHEELER,42.5,0,7.6,1,1,0,No VIOLATION,0
2026-08-17 00:20:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,71,49.6,0.26,30,34,4,AUTO RICKSHAW,66.8,1,10.6,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:20:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,95,45.2,0.34,30,40,10,BUS,66.3,1,9.6,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:20:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,62,48.5,0.28,30,36,6,AUTO RICKSHAW,35.8,0,-1.3,1,1,0,No VIOLATION,0
2026-08-17 00:20:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,77,41.2,0.41,30,45,15,4 WHEELER,52.6,0,-2.4,1,1,0,No VIOLATION,0
2026-08-17 00:20:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,93,44.7,0.35,30,41,11,AUTO RICKSHAW,37.6,1,7.2,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:20:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,44,49.1,0.27,30,35,5,2 WHEELER,79.8,1,9.0,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:20:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,59,44.7,0.35,30,41,11,4 WHEELER,67.8,1,6.4,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:20:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,92,40.0,0.43,30,47,17,AUTO RICKSHAW,59.8,0,2.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:20:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,99,44.1,0.36,30,42,12,2 WHEELER,41.3,0,4.7,1,1,0,No VIOLATION,0
2026-08-17 00:20:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,58,46.4,0.32,30,39,9,2 WHEELER,57.6,1,1.8,0,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:25:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,129,37.5,0.47,30,50,20,2 WHEELER,49.4,0,-2.6,0,1,1,NO HELMET,1000
2026-08-17 00:25:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,151,33.1,0.54,30,55,25,4 WHEELER,70.8,1,11.6,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:25:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,42,53.1,0.19,30,29,-1,4 WHEELER,65.9,0,3.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:25:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,55,48.0,0.29,30,36,6,2 WHEELER,82.9,0,0.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:25:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,114,40.0,0.43,30,47,17,2 WHEELER,69.0,1,7.8,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:25:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,39,50.6,0.24,30,33,3,2 WHEELER,88.3,0,8.1,0,1,1,OVERSPEEDING,2000
2026-08-17 00:25:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,55,45.8,0.33,30,39,9,2 WHEELER,83.9,0,3.6,0,1,1,OVERSPEEDING,2000
2026-08-17 00:25:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,40,53.1,0.19,30,29,-1,4 WHEELER,43.6,0,-3.3,1,1,0,No VIOLATION,0
2026-08-17 00:25:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,129,37.5,0.47,30,50,20,4 WHEELER,26.0,1,6.5,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:25:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,60,45.8,0.33,30,39,9,4 WHEELER,56.7,1,5.2,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:30:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,132,36.9,0.48,30,51,21,4 WHEELER,28.3,0,11.1,1,1,0,No VIOLATION,0
2026-08-17 00:30:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,109,42.4,0.39,30,44,14,AUTO RICKSHAW,50.8,0,-2.9,1,1,0,No VIOLATION,0
2026-08-17 00:30:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,82,43.5,0.37,30,42,12,2 WHEELER,44.2,0,9.5,0,1,1,NO HELMET,1000
2026-08-17 00:30:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,57,47.5,0.3,30,37,7,2 WHEELER,70.2,1,6.1,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:30:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,111,40.6,0.42,30,46,16,2 WHEELER,60.0,0,8.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:30:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,57,44.7,0.35,30,41,11,2 WHEELER,56.5,1,1.5,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:30:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,55,45.8,0.33,30,39,9,4 WHEELER,72.3,1,-2.4,1,1,1,OVERSPEEDING,2000
2026-08-17 00:30:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,74,44.7,0.35,30,41,11,AUTO RICKSHAW,68.7,0,10.3,1,1,1,OVERSPEEDING,2000
2026-08-17 00:30:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,104,42.9,0.38,30,43,13,BUS,50.9,0,6.1,1,1,0,No VIOLATION,0
2026-08-17 00:30:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,38,52.1,0.21,30,30,0,2 WHEELER,55.4,1,8.0,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:35:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,80,48.0,0.29,30,36,6,4 WHEELER,57.9,0,10.2,1,1,1,OVERSPEEDING,2000
2026-08-17 00:35:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,78,48.5,0.28,30,36,6,2 WHEELER,53.7,1,5.9,0,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:35:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,82,43.5,0.37,30,42,12,2 WHEELER,45.9,1,7.3,0,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:35:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,43,51.1,0.23,30,32,2,AUTO RICKSHAW,40.0,1,11.8,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:35:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,79,47.5,0.3,30,37,7,2 WHEELER,77.9,1,4.9,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:35:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,54,45.8,0.33,30,39,9,4 WHEELER,55.7,0,-2.1,1,1,1,OVERSPEEDING,2000
2026-08-17 00:35:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,64,42.9,0.38,30,43,13,4 WHEELER,40.5,0,11.4,1,1,0,No VIOLATION,0
2026-08-17 00:35:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,49,51.1,0.23,30,32,2,AUTO RICKSHAW,48.4,0,11.4,1,1,0,No VIOLATION,0
2026-08-17 00:35:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,102,43.5,0.37,30,42,12,2 WHEELER,53.7,0,11.5,1,1,0,No VIOLATION,0
2026-08-17 00:35:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,86,37.5,0.47,30,50,20,4 WHEELER,61.9,0,5.3,1,1,1,OVERSPEEDING,2000
2026-08-17 00:40:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,93,45.2,0.34,30,40,10,4 WHEELER,69.8,0,-1.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:40:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,50,53.5,0.18,30,28,-2,4 WHEELER,55.6,0,11.6,1,1,1,OVERSPEEDING,2000
2026-08-17 00:40:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,44,52.6,0.2,30,30,0,AUTO RICKSHAW,68.0,1,-1.4,1,1,1,OVERSPEEDING,2000
2026-08-17 00:40:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,45,50.6,0.24,30,33,3,AUTO RICKSHAW,88.1,1,-3.3,1,1,1,OVERSPEEDING,2000
2026-08-17 00:40:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,90,45.2,0.34,30,40,10,AUTO RICKSHAW,51.0,1,-1.6,1,1,0,No VIOLATION,0
2026-08-17 00:40:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,34,52.1,0.21,30,30,0,BUS,82.4,1,9.4,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:40:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,25,54.9,0.15,30,26,-4,2 WHEELER,51.4,0,9.8,1,1,0,No VIOLATION,0
2026-08-17 00:40:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,100,37.5,0.47,30,50,20,AUTO RICKSHAW,52.2,1,-0.0,1,1,0,No VIOLATION,0
2026-08-17 00:40:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,71,49.6,0.26,30,34,4,BUS,57.5,0,-0.3,1,1,1,OVERSPEEDING,2000
2026-08-17 00:40:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,78,40.0,0.43,30,47,17,2 WHEELER,73.1,0,6.7,1,1,1,OVERSPEEDING,2000
2026-08-17 00:45:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,99,44.1,0.36,30,42,12,AUTO RICKSHAW,77.4,0,5.0,1,1,1,OVERSPEEDING,2000
2026-08-17 00:45:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,92,45.8,0.33,30,39,9,2 WHEELER,70.4,0,8.1,1,1,1,OVERSPEEDING,2000
2026-08-17 00:45:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,60,49.1,0.27,30,35,5,2 WHEELER,69.4,0,1.6,1,1,1,OVERSPEEDING,2000
2026-08-17 00:45:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,49,49.6,0.26,30,34,4,AUTO RICKSHAW,29.0,0,4.2,1,1,0,No VIOLATION,0
2026-08-17 00:45:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,82,46.9,0.31,30,38,8,4 WHEELER,76.9,1,11.2,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:45:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,34,52.1,0.21,30,30,0,4 WHEELER,61.3,1,3.9,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:45:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,74,39.4,0.44,30,48,18,2 WHEELER,27.8,0,-1.9,0,1,1,NO HELMET,1000
2026-08-17 00:45:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,55,49.6,0.26,30,34,4,2 WHEELER,66.9,1,3.6,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:45:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,85,46.9,0.31,30,38,8,2 WHEELER,49.8,0,0.5,0,1,1,NO HELMET,1000
2026-08-17 00:45:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,43,50.6,0.24,30,33,3,2 WHEELER,57.7,0,7.0,0,1,1,OVERSPEEDING,2000
2026-08-17 00:50:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,107,42.4,0.39,30,44,14,2 WHEELER,70.5,1,10.7,0,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:50:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,118,40.6,0.42,30,46,16,4 WHEELER,41.3,0,-0.7,1,1,0,No VIOLATION,0
2026-08-17 00:50:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,73,45.8,0.33,30,39,9,4 WHEELER,21.3,0,3.4,1,1,0,No VIOLATION,0
2026-08-17 00:50:00,Monday,0,Hyderabad,289907074,Paradise (Hyderabad),17.4418278,78.4875311,Residential Area,190,79,40.6,0.42,30,46,16,AUTO RICKSHAW,35.8,0,4.5,1,1,0,No VIOLATION,0
2026-08-17 00:50:00,Monday,0,Hyderabad,306605263,Junction 306605263 (Hyderabad),17.3644949,78.5014095,Transit Corridor,266,90,45.2,0.34,30,40,10,4 WHEELER,40.9,0,0.3,1,1,0,No VIOLATION,0
2026-08-17 00:50:00,Monday,0,Mumbai,245653232,Junction 245653232 (Mumbai),18.9143089,72.8217366,Commercial Hub,165,56,45.2,0.34,30,40,10,2 WHEELER,54.5,0,1.2,0,1,1,NO HELMET,1000
2026-08-17 00:50:00,Monday,0,Mumbai,245653329,Junction 245653329 (Mumbai),18.9164885,72.8236255,Residential Area,169,62,43.5,0.37,30,42,12,4 WHEELER,67.2,1,4.0,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:50:00,Monday,0,Mumbai,245653413,Junction 245653413 (Mumbai),18.9187946,72.8255542,Transit Corridor,214,77,44.1,0.36,30,42,12,4 WHEELER,41.2,1,2.9,1,1,1,RED LIGHT JUMPED,1000
2026-08-17 00:50:00,Monday,0,Mumbai,245653464,Junction 245653464 (Mumbai),18.9189023,72.8290725,Commercial Hub,276,88,46.4,0.32,30,39,9,2 WHEELER,46.4,0,5.1,1,1,0,No VIOLATION,0
2026-08-17 00:50:00,Monday,0,Mumbai,245653613,Junction 245653613 (Mumbai),18.9210581,72.8263833,Residential Area,183,64,44.7,0.35,30,41,11,2 WHEELER,56.6,0,-1.6,0,1,1,OVERSPEEDING,2000
2026-08-17 00:55:00,Monday,0,Hyderabad,245640873,Neredmet Crossroad (Hyderabad),17.4818456,78.5365375,Residential Area,276,88,46.4,0.32,30,39,9,2 WHEELER,50.2,0,10.3,0,1,1,NO HELMET,1000
2026-08-17 00:55:00,Monday,0,Hyderabad,289510346,Junction 289510346 (Hyderabad),17.4271038,78.4522925,Transit Corridor,281,42,54.9,0.15,30,26,-4,BUS,75.2,0,2.4,1,1,1,OVERSPEEDING,2000
2026-08-17 00:55:00,Monday,0,Hyderabad,289895020,Junction 289895020 (Hyderabad),17.4214218,78.4844195,Commercial Hub,224,67,47.5,0.3,30,37,7,2 WHEELER,68.8,1,10.9,1,1,1,RED LIGHT JUMPED,1000
